Symbol  ,Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,LTP  ,Settle Price  ,No. of contracts  ,Turnover * in  ₹ Lakhs,Premium Turnover ** in   ₹ Lakhs,Open Int  ,Change in OI  ,Underlying Value  
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,62000.00,6.95,8.35,6.10,7.15,7.05,7.15,35439.00,6.59,-659158.81,362940.00,-236700.00,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,58500.00,600.00,616.50,550.00,568.35,577.55,568.35,28.00,0.01,-573.29,280.00,-490.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,58700.00,34.40,41.95,27.45,30.70,29.65,30.70,8812.00,1.55,-155177.77,78420.00,3900.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,58400.00,39.60,56.50,36.70,40.30,40.65,40.30,8424.00,1.48,-147587.00,75030.00,-4590.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,47100.00,-,-,-,3920.50,3920.50,8527.40,-,-,-,150.00,-,55527.35
BANKNIFTY,13-Jun-2025,26-Mar-2026,CE,43500.00,-,-,-,11569.95,-,14236.75,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,47800.00,-,-,-,4595.70,4595.70,7828.90,-,-,-,60.00,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,50800.00,-,-,-,5971.05,-,5680.25,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,58900.00,30.00,35.00,22.85,26.05,24.30,26.05,4823.00,0.85,-85221.56,69960.00,-10380.00,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,55900.00,1184.00,1255.00,1145.85,1180.60,1183.75,1180.60,283.00,0.06,-5536.84,2625.00,1400.00,55527.35
BANKNIFTY,13-Jun-2025,24-Dec-2025,CE,60000.00,1230.00,1250.00,1230.00,1247.50,1250.00,1247.50,5.00,-,-105.00,4305.00,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,58000.00,749.95,816.40,674.20,711.90,674.20,711.90,256.00,0.05,-5196.75,16100.00,-1365.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,56100.00,455.00,503.45,388.10,417.30,424.00,417.30,23631.00,4.01,-397705.72,138570.00,-3990.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,59600.00,18.15,22.05,14.35,16.50,15.00,16.50,7401.00,1.32,-132328.56,53550.00,-21630.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,52500.00,3200.10,3330.80,3085.35,3172.40,3209.00,3172.40,275.00,0.05,-4331.20,65130.00,-4650.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,54200.00,1650.00,1724.25,1575.00,1633.95,1633.95,1633.95,36.00,0.01,-585.35,2340.00,-120.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,55900.00,399.00,595.90,399.00,502.20,507.90,502.20,24905.00,4.22,-417652.63,114690.00,40680.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,60900.00,9.70,11.45,7.05,8.65,8.20,8.65,1009.00,0.18,-18434.25,16860.00,3660.00,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,61600.00,-,-,-,646.10,-,174.95,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,60500.00,-,-,-,865.80,-,291.25,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,47000.00,8693.85,8693.85,8500.00,8550.00,8550.00,8627.20,7.00,-,-98.70,10410.00,-60.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,53800.00,1984.00,2009.00,1984.00,2009.00,2009.00,2043.55,2.00,-,-32.28,1680.00,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,53800.00,-,-,-,3725.10,-,3387.00,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,60700.00,-,-,-,792.95,-,573.30,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,61500.00,7.90,8.90,6.55,7.50,7.75,7.50,36068.00,6.66,-665447.94,253530.00,-154860.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,59300.00,21.10,26.60,17.10,19.35,19.95,19.35,6106.00,1.09,-108624.65,60690.00,-750.00,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,59200.00,-,-,-,1174.25,-,906.90,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,57800.00,-,-,-,1647.80,-,1342.75,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,59300.00,-,-,-,1164.40,-,486.00,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,28-Aug-2025,CE,59000.00,520.00,533.00,421.80,444.40,438.75,444.40,79.00,0.02,-1631.33,4410.00,350.00,55527.35
BANKNIFTY,13-Jun-2025,25-Sep-2025,CE,42000.00,-,-,-,15278.10,-,14260.50,-,-,-,-,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,54600.00,-,-,-,2350.00,2350.00,2341.30,-,-,-,35.00,-,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,59200.00,615.40,615.40,615.40,615.40,615.40,506.15,1.00,-,-20.72,35.00,35.00,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,54300.00,2131.45,2131.45,2131.45,2131.45,2131.45,2531.00,4.00,-,-76.02,175.00,140.00,55527.35
BANKNIFTY,13-Jun-2025,31-Jul-2025,CE,55000.00,1851.00,1851.00,1647.35,1687.45,1707.00,1687.45,1877.00,0.37,-36131.88,59710.00,13685.00,55527.35
BANKNIFTY,13-Jun-2025,25-Sep-2025,CE,54000.00,3200.00,3324.35,2717.80,3164.50,3164.50,3164.50,96.00,0.02,-1814.38,10975.00,-2525.00,55527.35
BANKNIFTY,13-Jun-2025,26-Jun-2025,CE,52400.00,-,-,-,4399.05,4399.05,3283.80,-,-,-,60.00,-,55527.35
BANKNIFTY,13-Jun-2025,25-Sep-2025,CE,60000.00,-,-,-,3706.05,-,1065.25,-,-,-,-,-,55527.35
